題號,模式,範圍,題目,選擇題,答案,官方解釋,教師解釋
B39,基礎模式,科目一（01）AI 基礎概念與發展,智慧製造中，AI 技術可如何提升生產效率？,（A）讓工人更疲勞；（B）透過機器視覺進行產品品質檢測；（C）生成藝術品；（D）訓練機器人玩遊戲,B｜透過機器視覺進行產品品質檢測,在智慧製造（Smart Manufacturing）中，可利用機器視覺（Machine Vision）或電腦視覺技術，自動分析生產線上的產品影像，辨識外觀瑕疵、尺寸異常或組裝錯誤，以提升品質檢測效率與一致性。,傳統工廠可能要靠人一個一個檢查產品有沒有刮傷、破損或裝錯；加入 AI 攝影機後，可以讓系統持續盯著生產線，自動把有問題的產品挑出來。這樣速度更快，也不會因為人疲勞而漏看，所以答案是「透過機器視覺進行產品品質檢測」。
B40,基礎模式,科目一（01）AI 基礎概念與發展,在智慧教育中，AI 技術可如何應用？,（A）讓學生玩遊戲；（B）提供個人化的學習路徑與內容推薦；（C）取代所有老師；（D）只能用於數學計算,B｜提供個人化的學習路徑與內容推薦,AI 在智慧教育（Smart Education）中，可依據學生的學習進度、答題表現、能力與學習需求進行分析，提供個人化的教材、練習、內容推薦與學習路徑，以支援適性學習（Adaptive Learning）。,可以把它想成「AI 幫每個學生安排不同的學習內容」。例如學生英文單字很好，但文法比較弱，系統就可以少出一些單字題，多提供文法練習；另一位學生則可能剛好相反。不是所有學生都學完全一樣的內容，而是依程度調整，所以答案是「提供個人化的學習路徑與內容推薦」。
B41,基礎模式,科目一（01）AI 基礎概念與發展,可解釋 AI（XAI）的目標為何？,（A）讓AI模型更像黑盒子；（B）讓人類理解AI模型的決策依據；（C）讓AI模型變得更小；（D）讓AI模型運算速度變慢,B｜讓人類理解AI模型的決策依據,"可解釋人工智慧（Explainable AI, XAI）的目標，是讓人工智慧模型的決策依據、推理過程與影響結果的重要因素能被人類理解，以提升模型的透明度、可信任性與可追溯性。",XAI 就是在解決「AI 為什麼這樣判斷？」的問題。例如 AI 判定某人貸款風險較高，不能只給出「不通過」，最好還能說明是收入、負債或信用紀錄等哪些因素造成影響。所以答案是「讓人類理解 AI 模型的決策依據」。
B42,基礎模式,科目一（01）AI 基礎概念與發展,AI 在醫療領域的應用，最主要的價值在於？,（A）完全取代醫生；（B）輔助醫生進行診斷、藥物開發與醫療影像分析；（C）製作醫療廣告；（D）記錄病患的個人興趣,B｜輔助醫生進行診斷、藥物開發與醫療影像分析,AI 在醫療領域可應用於疾病診斷輔助、醫療影像分析、藥物研發、臨床決策支援等，其主要角色是協助醫療專業人員提升判斷效率與精準度，而非完全取代醫師。,AI 在醫療裡比較像「醫師的超級助手」，不是直接把醫師換掉。例如 AI 可以先幫忙從 X 光或 CT 影像中找出疑似異常區域，也能協助分析大量資料找新藥，但最後仍需要醫療專業人員判斷。所以答案是「輔助醫生進行診斷、藥物開發與醫療影像分析」。
B43,基礎模式,科目一（01）AI 基礎概念與發展,自動駕駛中，AI 技術主要負責下列何項工作？,（A）播放音樂；（B）處理來自感測器（如雷達、鏡頭）的數據，進行環境感知與決策；（C）撰寫行銷文案；（D）治療乘客,B｜處理來自感測器（如雷達、鏡頭）的數據，進行環境感知與決策,自動駕駛系統會利用攝影機、雷達、光達等感測器取得周遭環境資料，再透過 AI 進行物體辨識、距離估計、環境感知、路徑規劃與駕駛決策，以支援車輛安全行駛。,自動駕駛的 AI 就是在「看路況、判斷接下來怎麼開」。例如鏡頭看到前方有行人、雷達測到前車距離太近，AI 就要綜合這些資料判斷要減速、煞車還是轉向。所以答案是「處理來自感測器的數據，進行環境感知與決策」。
B44,基礎模式,科目一（01）AI 基礎概念與發展,在AI專案的規劃階段，「模型選擇」應該基於什麼？,（A）演算法的複雜度；（B）專案的商業目標與資料類型；（C）專案經理的個人喜好；（D）運算硬體的價格,B｜專案的商業目標與資料類型,AI 專案在選擇模型時，應根據專案欲達成的商業目標、問題性質、資料類型與可用資料條件進行評估，再選擇適合的演算法與模型架構，而非單純追求複雜或最新的模型。,選 AI 模型不是在比「哪個模型最厲害」，而是要看「我要解決什麼問題、手上有什麼資料」。例如要辨識商品照片，就會偏向影像模型；要分析客服文字，就要考慮 NLP 模型。模型是配合任務選的，所以答案是「專案的商業目標與資料類型」。
B45,基礎模式,科目一（01）AI 基礎概念與發展,AI 的「公平性（Fairness）」原則，最直接的目的為何？,（A）解決模型運算速度；（B）確保AI對所有族群的決策公正無偏；（C）讓AI模型程式碼公開；（D）讓AI模型變得更複雜,B｜確保AI對所有族群的決策公正無偏,AI 公平性（Fairness）是指人工智慧系統在不同性別、年齡、族群或其他群體之間，應避免產生不合理或系統性的差別待遇，以降低資料或模型偏差造成的不公平決策。,公平性可以想成「AI 不能因為你屬於某個族群，就比較容易被判錯或受到不公平待遇」。例如同樣條件的人申請貸款，不能只因性別不同，就讓其中一個族群比較容易被拒絕。所以答案是「確保 AI 對所有族群的決策公正無偏」。
B46,基礎模式,科目一（01）AI 基礎概念與發展,「推薦系統」的核心功能為何？,（A）辨識圖片中的物體；（B）根據用戶偏好與行為，推薦相關的商品或內容；（C）治療疾病；（D）預測股票價格,B｜根據用戶偏好與行為，推薦相關的商品或內容,推薦系統（Recommendation System）的核心功能，是根據使用者的歷史行為、偏好、評分、瀏覽或購買紀錄等資料，預測其可能感興趣的商品、服務或內容，並提供個人化推薦。,推薦系統就是「猜你可能會喜歡什麼」。例如你常看籃球影片，影音平台就可能繼續推薦 NBA、球鞋或籃球教學內容；你常買運動用品，購物網站也會推薦相關商品。所以答案是「根據用戶偏好與行為，推薦相關的商品或內容」。
B47,基礎模式,科目一（01）AI 基礎概念與發展,在智慧醫療中，AI 能如何幫助「藥物開發」？,（A）製作廣告；（B）透過分析龐大的醫學數據，預測藥物分子與疾病的關係；（C）治療病患；（D）撰寫研究論文,B｜透過分析龐大的醫學數據，預測藥物分子與疾病的關係,AI 可透過分析大量生物醫學資料、分子結構、疾病機制與既有藥物資料，協助預測候選藥物分子與特定疾病或生物標的之間的關係，進而加速藥物篩選與研發流程。,傳統找新藥常要從大量可能的分子中慢慢測試，AI 可以先幫忙從龐大的資料裡找出「哪些分子比較有可能有效」。例如先預測某個分子是否可能作用在特定疾病相關蛋白質上，再讓研究人員進一步實驗驗證。重點是「協助分析與預測」，不是 AI 自己直接把病人治好，所以答案是「透過分析龐大的醫學數據，預測藥物分子與疾病的關係」。
B48,基礎模式,科目一（01）AI 基礎概念與發展,智慧製造中，「機器視覺」的核心應用為何？,（A）讓機器人能說話；（B）透過影像辨識進行產品品質檢測與瑕疵偵測；（C）讓機器人能走路；（D）進行財務報表分析,B｜透過影像辨識進行產品品質檢測與瑕疵偵測,機器視覺（Machine Vision）是利用攝影機、感測器與影像處理或電腦視覺技術，自動辨識產品外觀、尺寸、位置與瑕疵等特徵，廣泛應用於智慧製造中的自動化品質檢測。,機器視覺就是「讓生產線上的機器會看」。例如產品經過攝影機時，AI 可以自動檢查有沒有刮痕、破洞、零件裝反或尺寸不對，不必完全依靠人工逐件檢查。所以答案是「透過影像辨識進行產品品質檢測與瑕疵偵測」。
B49,基礎模式,科目一（01）AI 基礎概念與發展,在AI專案的專案範疇中，下列哪一項是不恰當的定義？,（A）專案將解決A問題；（B）專案將交付模型與報告；（C）專案將包含所有能想到的功能；（D）專案將在X時間內完成,C｜專案將包含所有能想到的功能,專案範疇（Project Scope）應明確界定專案要解決的問題、交付成果、功能邊界與完成條件，並避免無限制加入額外需求。若宣稱專案要包含「所有能想到的功能」，將造成範疇失控（Scope Creep），不利於時程、成本與資源管理。,專案範疇就是先講清楚「這個專案到底要做到哪裡」。如果一開始說「所有想到的功能全部都做」，那功能只會越加越多，永遠做不完，時間和預算也會一直膨脹。這就是典型的範疇蔓延，所以不恰當的是「專案將包含所有能想到的功能」。
B50,基礎模式,科目一（01）AI 基礎概念與發展,AI專案的「迭代開發」有什麼好處？,（A）一次性完成所有開發；（B）能夠快速產出原型，根據回饋調整；（C）增加專案成本；（D）讓專案週期更長,B｜能夠快速產出原型，根據回饋調整,迭代開發（Iterative Development）是將系統分階段開發，先建立可測試的版本或原型，再根據使用者回饋、測試結果與實際需求持續修正與改善，可降低一次性開發失敗的風險。,迭代開發就是「不要一次做到完美，而是先做一版能用的，再慢慢修」。例如先做出 AI 客服的基本版本給員工測試，發現回答常抓錯重點，就再調整資料或提示詞，下一版再繼續改善。這樣可以早點發現問題，不必等全部做完才知道方向錯了，所以答案是「能夠快速產出原型，根據回饋調整」。
