id,mode,source,exam,subject,scope,type,question_no,question,option_a,option_b,option_c,option_d,answer_letter,answer_text,explanation,guide_subject,guide_chapter,guide_pdf_page,notes
B35,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,單選題,35,智慧醫療中，AI 最常用於哪一項？,影像診斷輔助,藥品運輸,醫院建築設計,行政文件打印,A,影像診斷輔助,這題的正確答案是「影像診斷輔助」。生成式 AI 是大範圍概念，重點是產生新的內容，而不只是分類或預測。它可以依照提示或條件產生文字、圖片、聲音、影片、程式碼或設計草稿；若題目答案是其中一種應用，就要看它是否真的在產生新內容。所以題目如果問生成式 AI 的應用，要先判斷該選項是不是以內容生成為核心。因此，「影像診斷輔助」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B36,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,單選題,36,Dropout 技術的作用為何？,加快收斂速度,防止過擬合,增加特徵數,減少資料量,B,防止過擬合,這題的正確答案是「防止過擬合」。過擬合屬於機器學習模型訓練中的常見問題。它指模型太記住訓練資料的細節，導致訓練表現很好，但遇到新資料或測試資料時表現變差。所以題目如果問模型太複雜或泛化能力變差，就要連到過擬合。因此，「防止過擬合」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B37,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,單選題,37,Seq2Seq 架構常用於下列哪一種任務？,影像辨識,語言翻譯,聚類分析,異常偵測,B,語言翻譯,這題的正確答案是「語言翻譯」。自然語言處理屬於 AI 處理人類語言的領域，不等於所有生成式 AI。它的重點是讓電腦能理解、分析或轉換文字與語音，例如翻譯、摘要、情緒分析、語音轉文字與文字分類。所以題目如果核心是語言理解或文字處理，就要連到 NLP。因此，「語言翻譯」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B38,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,單選題,38,差分隱私技術的核心為何？,加入隨機噪音,刪除敏感欄位,壓縮資料,加密通訊,A,加入隨機噪音,這題的正確答案是「加入隨機噪音」。差分隱私屬於資料保護與 AI 治理中的小概念。它會在統計結果中加入適度隨機雜訊，使整體趨勢仍可分析，但不容易反推出特定個人的資料。所以題目如果強調在統計查詢中加入雜訊以保護個體，就要連到差分隱私。因此，「加入隨機噪音」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B39,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,單選題,39,模型壓縮的主要目的為何？,降低延遲與資源消耗,增加資料多樣性,提升資料品質,延長訓練時間,A,降低延遲與資源消耗,這題的正確答案是「降低延遲與資源消耗」。機器學習是人工智慧中的重要方法，重點是讓模型從資料中學習規律。它可以用來分類、預測、分群或找出資料模式；題目中的答案通常是某個訓練、評估或應用的小概念。所以作答時要先判斷題目在問資料、模型、訓練方式，還是評估指標。因此，「降低延遲與資源消耗」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B40,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,單選題,40,在分類任務中，ROC 曲線橫軸代表何種意義？,召回率,假陽性率,精確率,真陽性率,B,假陽性率,這題的正確答案是「假陽性率」。鑑別式 AI 是和生成式 AI 相對的任務類型，重點不是產生新內容。它主要根據輸入資料做分類、判斷、偵測或預測，例如判斷是否詐欺、是否垃圾郵件、或某筆資料屬於哪一類。所以題目如果問判斷資料類別、偵測結果或預測風險，就要連到鑑別式 AI。因此，「假陽性率」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B41,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,單選題,41,BERT 的主要特點為何？,單向編碼,雙向編碼,僅適用影像,僅用於分類,B,雙向編碼,這題的正確答案是「雙向編碼」。機器學習是人工智慧中的重要方法，重點是讓模型從資料中學習規律。它可以用來分類、預測、分群或找出資料模式；題目中的答案通常是某個訓練、評估或應用的小概念。所以作答時要先判斷題目在問資料、模型、訓練方式，還是評估指標。因此，「雙向編碼」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B42,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜資料處理與分析概念,科目一｜資料處理與分析概念,單選題,42,下列何者是智慧製造中的 AI 應用？,設備預測維護,人員休假管理,餐廳訂位,網頁設計,A,設備預測維護,這題的正確答案是「設備預測維護」。機器學習是人工智慧中的重要方法，重點是讓模型從資料中學習規律。它可以用來分類、預測、分群或找出資料模式；題目中的答案通常是某個訓練、評估或應用的小概念。所以作答時要先判斷題目在問資料、模型、訓練方式，還是評估指標。因此，「設備預測維護」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.2 資料處理與分析概念,3-24 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B43,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜資料處理與分析概念,科目一｜資料處理與分析概念,單選題,43,資料標註的主要挑戰為何？,成本與時間高,模型效能低,無法部署,資料格式單一,A,成本與時間高,這題的正確答案是「成本與時間高」。資料處理與分析是 AI 導入前的基礎工作。它的重點是把資料蒐集、清理、轉換、整理與分析到適合模型或決策使用的狀態。所以題目如果問資料品質、欄位處理、分析流程或資料視覺化，就要回到資料處理的目的來判斷。因此，「成本與時間高」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.2 資料處理與分析概念,3-24 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B44,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,單選題,44,MLOps 的主要目的為何？,加快 AI 模型研發與部署流程,替代資料科學家,降低演算法複雜度,避免使用雲端,A,加快 AI 模型研發與部署流程,這題的正確答案是「加快 AI 模型研發與部署流程」。機器學習是人工智慧中的重要方法，重點是讓模型從資料中學習規律。它可以用來分類、預測、分群或找出資料模式；題目中的答案通常是某個訓練、評估或應用的小概念。所以作答時要先判斷題目在問資料、模型、訓練方式，還是評估指標。因此，「加快 AI 模型研發與部署流程」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B45,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜人工智慧概念,科目一｜人工智慧概念,單選題,45,零樣本學習的核心優勢為何？,不需任何資料,可處理未見過的類別,提高運算速度,完全無監督,B,可處理未見過的類別,這題的正確答案是「可處理未見過的類別」。人工智慧概念是理解 AI 應用前的大範圍基礎。它包含 AI 定義、任務類型、治理、人機協作與不同 AI 系統的能力邊界。所以題目如果問基本特徵、制度或角色分工，就要先看它屬於哪個 AI 基礎概念。因此，「可處理未見過的類別」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.1 人工智慧概念,3-1 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B46,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,單選題,46,在多分類任務中，哪一項可衡量整體分類準確度？,混淆矩陣,準確率,召回率,F1 分數,B,準確率,這題的正確答案是「準確率」。鑑別式 AI 是和生成式 AI 相對的任務類型，重點不是產生新內容。它主要根據輸入資料做分類、判斷、偵測或預測，例如判斷是否詐欺、是否垃圾郵件、或某筆資料屬於哪一類。所以題目如果問判斷資料類別、偵測結果或預測風險，就要連到鑑別式 AI。因此，「準確率」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
